ResponseId,ConvertedCompYearly,DevType,LanguageHaveWorkedWith,LanguageWantToWorkWith,YearsCode,Country,EdLevel,Employment,RemoteWork,OrgSize,Age
33922,15723.0,Other (please specify):,Bash/Shell (all shells);C;C#;C++;GDScript;HTML/CSS;JavaScript;PHP;PowerShell;Python;SQL;Swift;TypeScript,Bash/Shell (all shells);C;C#;HTML/CSS;JavaScript;MATLAB;PHP;PowerShell;SQL;Swift;TypeScript,28.0,Sweden,Primary/elementary school,Employed,In-person,"10,000 or more employees",35-44 years old
45587,150000.0,Engineering manager,Bash/Shell (all shells);C#;HTML/CSS;JavaScript;PowerShell;SQL;Visual Basic (.Net),Bash/Shell (all shells);C#;HTML/CSS;JavaScript;Kotlin;PowerShell;Rust;SQL;Swift;TypeScript,10.0,United States of America,Some college/university study without earning a degree,Employed,Remote,"10,000 or more employees",35-44 years old
48839,25500.0,"Developer, mobile",Dart;Go;HTML/CSS;Kotlin;PHP;Python;Swift,Ada;C;Dart;HTML/CSS;Kotlin;Swift,8.0,Turkey,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,"Hybrid (some remote, leans heavy to in-person)",20 to 99 employees,25-34 years old
36315,76570.0,"Developer, back-end",Bash/Shell (all shells);Python,Python,26.0,Finland,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,"Your choice (very flexible, you can come in when you want or just as needed)",100 to 499 employees,45-54 years old
20019,46406.0,"Developer, full-stack",Bash/Shell (all shells);C#;HTML/CSS;JavaScript;Lua;PHP;Rust;SQL;TypeScript,,7.0,Finland,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,"Hybrid (some in-person, leans heavy to flexibility)",20 to 99 employees,25-34 years old
17147,83902.0,Academic researcher,C;HTML/CSS;JavaScript;Python;TypeScript,Erlang;Lisp;Lua,25.0,Canada,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",Employed,In-person,"1,000 to 4,999 employees",35-44 years old
11469,20923.0,System administrator,C;C#;C++;PowerShell,,18.0,India,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,"Hybrid (some remote, leans heavy to in-person)",100 to 499 employees,45-54 years old
13290,24813.0,"Developer, full-stack",Java;Rust;TypeScript,Java;Rust,8.0,Romania,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,"Hybrid (some in-person, leans heavy to flexibility)",100 to 499 employees,25-34 years old
4933,71156.0,Cloud infrastructure engineer,Bash/Shell (all shells);Python;Rust,Python;Rust,20.0,Norway,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,"Hybrid (some in-person, leans heavy to flexibility)",100 to 499 employees,35-44 years old
2019,81210.0,"Developer, full-stack",HTML/CSS;JavaScript;PHP;Python;SQL;TypeScript,HTML/CSS;JavaScript;Python;TypeScript,17.0,Germany,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,Remote,20 to 99 employees,25-34 years old
14251,98532.0,Other (please specify):,Bash/Shell (all shells);C#;F#;HTML/CSS;JavaScript;PowerShell;SQL;TypeScript,Bash/Shell (all shells);F#;PowerShell;Rust;SQL,24.0,Sweden,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,"Your choice (very flexible, you can come in when you want or just as needed)",20 to 99 employees,35-44 years old
28022,12182.0,Student,Assembly;Bash/Shell (all shells);C;C++;Dart;Go;HTML/CSS;JavaScript;Kotlin;MATLAB;Prolog;Python;SQL;TypeScript,C;C++;Dart;Go;HTML/CSS;JavaScript;Python;SQL;TypeScript,7.0,Slovakia,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Student,"Your choice (very flexible, you can come in when you want or just as needed)","10,000 or more employees",18-24 years old
19902,87011.0,"Architect, software or solutions",Bash/Shell (all shells);Kotlin;Python,Bash/Shell (all shells);Kotlin;Rust,30.0,Germany,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",Employed,"Hybrid (some remote, leans heavy to in-person)",Less than 20 employees,45-54 years old
5895,87011.0,"Developer, full-stack",Bash/Shell (all shells);HTML/CSS;JavaScript;SQL;TypeScript,Bash/Shell (all shells);HTML/CSS;JavaScript;Python;SQL;TypeScript,12.0,France,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Independent contractor, freelancer, or self-employed","Hybrid (some remote, leans heavy to in-person)",20 to 99 employees,35-44 years old
28805,30222.0,"Developer, full-stack",C#;HTML/CSS;JavaScript;PowerShell;Python;SQL;TypeScript,Dart;PowerShell;Python;Rust;SQL;TypeScript,13.0,India,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,"Hybrid (some remote, leans heavy to in-person)","10,000 or more employees",25-34 years old
30957,7556.0,Academic researcher,Bash/Shell (all shells);Python;SQL,Bash/Shell (all shells);Python,7.0,India,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Student,,,25-34 years old
27728,550000.0,"Developer, back-end",Bash/Shell (all shells);C#;Go;Python;TypeScript,Assembly;C;C#;C++;Go;Scala,20.0,United States of America,Some college/university study without earning a degree,Employed,Remote,"10,000 or more employees",25-34 years old
40111,27898.0,"Developer, front-end",HTML/CSS;JavaScript;TypeScript,HTML/CSS;JavaScript;TypeScript,10.0,India,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,"Hybrid (some in-person, leans heavy to flexibility)","10,000 or more employees",35-44 years old
22160,41765.0,"Developer, back-end",,,8.0,France,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,In-person,100 to 499 employees,25-34 years old
9295,127616.0,"Developer, full-stack",Bash/Shell (all shells);Elixir;HTML/CSS;JavaScript;Rust;SQL;TypeScript,Elixir;Lua;Gleam,25.0,Germany,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,"Hybrid (some remote, leans heavy to in-person)",Less than 20 employees,35-44 years old
37191,165000.0,"Developer, full-stack",HTML/CSS;Java;JavaScript;SQL;TypeScript,Kotlin,13.0,United States of America,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,"Hybrid (some remote, leans heavy to in-person)","10,000 or more employees",25-34 years old
351,81210.0,"Developer, full-stack",Bash/Shell (all shells);C#;Go;HTML/CSS;JavaScript;PowerShell;Python;Rust;SQL;TypeScript,Bash/Shell (all shells);C#;Go;HTML/CSS;JavaScript;PowerShell;SQL;TypeScript,25.0,Belgium,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,"Hybrid (some in-person, leans heavy to flexibility)",100 to 499 employees,45-54 years old
9883,52207.0,"Developer, embedded applications or devices",Bash/Shell (all shells);C;C++;Python,C;C++;Python,14.0,Netherlands,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,"Hybrid (some in-person, leans heavy to flexibility)","1,000 to 4,999 employees",25-34 years old
2155,88960.0,"Developer, full-stack",Java;JavaScript;Kotlin;TypeScript,C;Go;Java;JavaScript;Kotlin;Rust;Scala;TypeScript,25.0,Bulgaria,Some college/university study without earning a degree,Employed,"Hybrid (some remote, leans heavy to in-person)","1,000 to 4,999 employees",35-44 years old
17879,58007.0,"Architect, software or solutions",Bash/Shell (all shells);C#;GDScript;HTML/CSS;Java;JavaScript;Kotlin;PHP;Python;Swift,Bash/Shell (all shells);GDScript;HTML/CSS;JavaScript;Kotlin;Swift,25.0,France,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",Employed,Remote,"Just me - I am a freelancer, sole proprietor, etc.",35-44 years old
28483,53358.0,"Developer, full-stack",Bash/Shell (all shells);C#;HTML/CSS;JavaScript;Kotlin;PowerShell;Rust;SQL;TypeScript,Bash/Shell (all shells);C#;HTML/CSS;JavaScript;SQL;TypeScript,14.0,Czech Republic,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)","Independent contractor, freelancer, or self-employed",,,25-34 years old
21094,102575.0,Cloud infrastructure engineer,,,12.0,Ukraine,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,Remote,100 to 499 employees,35-44 years old
19093,205000.0,"Architect, software or solutions",Bash/Shell (all shells);C#;HTML/CSS;JavaScript;Kotlin;PowerShell;SQL;Swift;TypeScript,Rust,41.0,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,Remote,"5,000 to 9,999 employees",55-64 years old
25735,263000.0,"Developer, full-stack",Go;HTML/CSS;Java;JavaScript;Kotlin;Python;SQL;TypeScript,C#;Dart;F#;Go;OCaml;Python,10.0,United States of America,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,In-person,"10,000 or more employees",25-34 years old
13901,87550.0,"Developer, full-stack",HTML/CSS;JavaScript;PHP;SQL,HTML/CSS;JavaScript;PHP;Rust;SQL,19.0,Canada,Some college/university study without earning a degree,"Independent contractor, freelancer, or self-employed",,,35-44 years old
189,74878.0,Project manager,Prolog;Python;SQL,C#;Java;JavaScript;TypeScript,23.0,United Kingdom of Great Britain and Northern Ireland,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,"Your choice (very flexible, you can come in when you want or just as needed)","10,000 or more employees",35-44 years old
41013,174022.0,"Developer, full-stack",Bash/Shell (all shells);HTML/CSS;JavaScript;Python;Rust;SQL;TypeScript,Rust,20.0,Germany,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,Remote,Less than 20 employees,35-44 years old
10505,21844.0,"Architect, software or solutions",C#;HTML/CSS;JavaScript;PowerShell;SQL;TypeScript,C#;Go;HTML/CSS;JavaScript;Kotlin;Python;SQL;TypeScript,25.0,Brazil,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,"Hybrid (some in-person, leans heavy to flexibility)",Less than 20 employees,45-54 years old
22670,28590.0,Academic researcher,Bash/Shell (all shells);Go;HTML/CSS;JavaScript;PHP;PowerShell;Python;Rust;SQL;TypeScript,Bash/Shell (all shells);Go;HTML/CSS;JavaScript;PHP;PowerShell;Python;Rust;SQL;TypeScript,17.0,United Kingdom of Great Britain and Northern Ireland,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Student,"Hybrid (some remote, leans heavy to in-person)","5,000 to 9,999 employees",35-44 years old
43202,31230.0,DevOps engineer or professional,C#;C++;PHP;Python;SQL;TypeScript,C#;Python;SQL;TypeScript,7.0,Hungary,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,"Hybrid (some in-person, leans heavy to flexibility)","1,000 to 4,999 employees",25-34 years old
22693,104413.0,"Architect, software or solutions",Bash/Shell (all shells);C;C++;Erlang;Go;HTML/CSS;Java;JavaScript;Lua;Perl;PHP;Python;Rust;SQL,Bash/Shell (all shells);C;C++;HTML/CSS;Perl;PHP;Python;SQL,22.0,Germany,Other (please specify):,Employed,"Hybrid (some remote, leans heavy to in-person)",20 to 99 employees,35-44 years old
30598,121815.0,"Developer, back-end",HTML/CSS;Java;JavaScript;Kotlin;Python;SQL;TypeScript,HTML/CSS;Java;JavaScript;Kotlin;SQL;TypeScript,25.0,Germany,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,"Hybrid (some in-person, leans heavy to flexibility)","1,000 to 4,999 employees",35-44 years old
34258,58120.0,"Developer, back-end",Java;Kotlin;Python;SQL;TypeScript,Java;Python,16.0,India,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,"Hybrid (some remote, leans heavy to in-person)",500 to 999 employees,25-34 years old
27661,150819.0,"Developer, back-end",HTML/CSS;JavaScript;Lua;Python;SQL,HTML/CSS;JavaScript;Lua;Python;Rust;SQL,25.0,France,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Independent contractor, freelancer, or self-employed",,,35-44 years old
16619,72815.0,"Developer, mobile",,,18.0,Brazil,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,"Your choice (very flexible, you can come in when you want or just as needed)",100 to 499 employees,25-34 years old
46879,92812.0,"Developer, full-stack",C#;C++;HTML/CSS;JavaScript;Rust;TypeScript,C#;HTML/CSS;JavaScript;Python;Rust;TypeScript,35.0,Spain,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,"Hybrid (some in-person, leans heavy to flexibility)","10,000 or more employees",45-54 years old
4421,69609.0,"Developer, embedded applications or devices",Bash/Shell (all shells);C;C#;C++;PowerShell;Python;R,Assembly;Bash/Shell (all shells);C;C++;Go;MicroPython;PowerShell;Python;Rust,10.0,Spain,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,"Hybrid (some remote, leans heavy to in-person)",100 to 499 employees,25-34 years old
772,50994.0,Other (please specify):,C++;Python;R;Rust,Lua;Python;Rust,15.0,France,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",Employed,"Hybrid (some in-person, leans heavy to flexibility)",100 to 499 employees,25-34 years old
18994,130000.0,"Developer, full-stack",Bash/Shell (all shells);HTML/CSS;JavaScript;Lua;Ruby;SQL;TypeScript,Bash/Shell (all shells);HTML/CSS;JavaScript;Lua;SQL;TypeScript,5.0,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,Remote,500 to 999 employees,25-34 years old
21238,10107.0,"Developer, full-stack",,,3.0,Mexico,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Independent contractor, freelancer, or self-employed",,,25-34 years old
43982,445000.0,"Developer, full-stack",Assembly;Bash/Shell (all shells);C;C#;C++;COBOL;Elixir;Erlang;Fortran;Groovy;HTML/CSS;Java;JavaScript;Kotlin;Lua;Perl;PHP;PowerShell;Python;Scala;SQL;TypeScript;VBA,Assembly;Bash/Shell (all shells);C#;COBOL;Fortran;Java;Lua;Perl;PowerShell;SQL,22.0,United States of America,"Associate degree (A.A., A.S., etc.)",Employed,Remote,"10,000 or more employees",25-34 years old
12694,105891.0,"Developer, full-stack",Java;JavaScript;SQL,Java;JavaScript;SQL,12.0,Israel,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,"Hybrid (some in-person, leans heavy to flexibility)",100 to 499 employees,45-54 years old
37821,62015.0,Other (please specify):,Dart;HTML/CSS;JavaScript;SQL;TypeScript,Rust,16.0,Canada,Some college/university study without earning a degree,Employed,"Your choice (very flexible, you can come in when you want or just as needed)",Less than 20 employees,25-34 years old
44979,13696.0,"Developer, front-end",,,8.0,Philippines,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,Remote,20 to 99 employees,25-34 years old
24495,13531.0,"Developer, full-stack",Bash/Shell (all shells);C#;HTML/CSS;Java;JavaScript;Kotlin;PowerShell;Python;SQL;TypeScript,,5.0,South Africa,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,"Hybrid (some in-person, leans heavy to flexibility)",Less than 20 employees,18-24 years old
42081,81685.0,"Developer, back-end",PHP,PHP,25.0,United Kingdom of Great Britain and Northern Ireland,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,"Hybrid (some in-person, leans heavy to flexibility)",20 to 99 employees,35-44 years old
40544,10000.0,"Developer, full-stack",Dart;HTML/CSS;JavaScript;PHP;SQL;TypeScript,Dart;HTML/CSS;JavaScript;PHP;SQL;TypeScript,11.0,Somalia,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Independent contractor, freelancer, or self-employed","Your choice (very flexible, you can come in when you want or just as needed)","Just me - I am a freelancer, sole proprietor, etc.",25-34 years old
10948,87328.0,"Developer, full-stack",Dart;HTML/CSS;JavaScript;Ruby;SQL;TypeScript,,13.0,Poland,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,Remote,100 to 499 employees,25-34 years old
598,92812.0,"Developer, back-end",Bash/Shell (all shells);Java;JavaScript;Python;Rust,Go;Kotlin;Python;Rust,26.0,Belgium,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",Employed,"Hybrid (some in-person, leans heavy to flexibility)",20 to 99 employees,35-44 years old
19889,99601.0,"Developer, back-end",Bash/Shell (all shells);Java;Python;Scala;SQL,Bash/Shell (all shells);Java;Python;Rust;Scala;SQL,22.0,Romania,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,"Hybrid (some in-person, leans heavy to flexibility)",500 to 999 employees,35-44 years old
28580,42597.0,"Developer, front-end",Bash/Shell (all shells);HTML/CSS;JavaScript;TypeScript,HTML/CSS;JavaScript;TypeScript,20.0,Brazil,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,Remote,100 to 499 employees,35-44 years old
5081,54719.0,Data or business analyst,Bash/Shell (all shells);HTML/CSS;PowerShell;Python,Bash/Shell (all shells);HTML/CSS;JavaScript;Python;R,35.0,Canada,Some college/university study without earning a degree,Employed,"Your choice (very flexible, you can come in when you want or just as needed)",20 to 99 employees,55-64 years old
4154,121815.0,Engineering manager,Bash/Shell (all shells);HTML/CSS;Java;PHP;Python;SQL,HTML/CSS;Java;SQL,35.0,France,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,"Hybrid (some in-person, leans heavy to flexibility)",20 to 99 employees,45-54 years old
27986,59167.0,"Developer, full-stack",HTML/CSS;JavaScript;PHP;Python,HTML/CSS;JavaScript;PHP;Python;TypeScript,25.0,Netherlands,"Associate degree (A.A., A.S., etc.)",Employed,"Hybrid (some remote, leans heavy to in-person)",20 to 99 employees,35-44 years old
15763,93000.0,Data engineer,JavaScript;Python;SQL,,8.0,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,Remote,"1,000 to 4,999 employees",25-34 years old
36877,62893.0,"Architect, software or solutions",C#;PowerShell;SQL,C#,35.0,Sweden,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,"Hybrid (some remote, leans heavy to in-person)",Less than 20 employees,45-54 years old
17475,48726.0,"Developer, front-end",HTML/CSS;Java;JavaScript;SQL;TypeScript,,11.0,Italy,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,Remote,500 to 999 employees,25-34 years old
34224,250000.0,"Developer, front-end",HTML/CSS;JavaScript;TypeScript,HTML/CSS;JavaScript;TypeScript,20.0,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,Remote,"1,000 to 4,999 employees",35-44 years old
25278,80000.0,"Developer, front-end",HTML/CSS;JavaScript;Lua;Python;SQL;TypeScript,Elixir;Go;HTML/CSS;JavaScript;SQL;TypeScript,14.0,Ukraine,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,Remote,100 to 499 employees,25-34 years old
34089,25485.0,"Developer, full-stack",,,18.0,Brazil,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,Remote,Less than 20 employees,25-34 years old
3056,175000.0,"Architect, software or solutions",Bash/Shell (all shells);HTML/CSS;JavaScript;Ruby;SQL;TypeScript,Bash/Shell (all shells);HTML/CSS;JavaScript;Ruby;SQL;TypeScript,38.0,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,Remote,100 to 499 employees,45-54 years old
40883,70000.0,Academic researcher,Bash/Shell (all shells);C++;HTML/CSS;JavaScript;PowerShell;Python,Bash/Shell (all shells);C++;HTML/CSS;JavaScript;PowerShell;Python,12.0,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,"Hybrid (some remote, leans heavy to in-person)","5,000 to 9,999 employees",35-44 years old
20314,91198.0,"Developer, front-end",Bash/Shell (all shells);C#;HTML/CSS;JavaScript;PowerShell;SQL;TypeScript,Bash/Shell (all shells);C#;HTML/CSS;JavaScript;PowerShell;SQL;TypeScript,26.0,Canada,"Associate degree (A.A., A.S., etc.)",Employed,Remote,"5,000 to 9,999 employees",45-54 years old
